p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
2.3433565415273106e-144,2.2422878951068337,0.389,0.126,9.8069471262917955e-140,T cells,PSMB8
4.563842912968822e-142,2.9213750191688153,0.192,0.034,1.909968259077452e-137,T cells,ARHGAP30
9.645457230171693e-142,2.5866802779437053,0.234,0.049,4.0366238508268537e-137,T cells,TAGAP
1.0487159650837651e-141,2.385471007134838,0.409,0.144,4.388876313875557e-137,T cells,CIB1
3.766037225104695e-141,2.2001791250228333,0.276,0.065,1.5760865787063148e-136,T cells,GPR65
4.3686347929605357e-141,2.2487129727097503,0.468,0.186,1.828273660853984e-136,T cells,CDC42SE2
9.285281089807026e-141,2.84644822802421,0.244,0.054,3.88589013608424e-136,T cells,EMB
9.582595263342602e-141,2.7370299436254273,0.256,0.059,4.010316117708879e-136,T cells,ARID5A
3.046142792836829e-140,3.241610077644901,0.145,0.02,1.2748107588022129e-135,T cells,ANXA2R
2.0240720263096102e-138,1.3598613521451455,0.811,0.636,8.470741430105718e-134,T cells,TOMM7
3.5367520517388374e-136,2.7823443039140168,0.247,0.056,1.4801307336527033e-131,T cells,APOBEC3G
5.59131688806907e-136,2.447111757562922,0.403,0.146,2.3399661176569057e-131,T cells,CRIP1
8.151084032635332e-136,0.7632821295868553,0.714,0.357,3.4112286676578865e-131,T cells,VIM
1.0007922795203103e-134,2.8610904977870533,0.333,0.099,4.1883156897924986e-130,T cells,CCL4
1.0838833186208802e-134,2.94517377706089,0.205,0.04,4.5360516884283835e-130,T cells,PBXIP1
1.8830017738349992e-134,2.117313136999544,0.565,0.292,7.880362423499472e-130,T cells,YPEL5
1.574364437339798e-132,3.6553640835496815,0.136,0.018,6.588715170267054e-128,T cells,PTGER2
6.984670100688383e-132,3.0691385374791382,0.176,0.03,2.923084437138088e-127,T cells,MFNG
1.6705477747549023e-129,2.4630077396723435,0.33,0.102,6.991242437349267e-125,T cells,RHOG
1.7459103995553198e-128,1.0083451574993147,0.879,0.722,7.306635022139013e-124,T cells,PFDN5
1.638198852443387e-127,2.3615082903496836,0.235,0.053,6.855862197475575e-123,T cells,APBB1IP
2.4781163420313095e-127,2.6014712352613145,0.266,0.068,1.037091689140103e-122,T cells,TNFRSF1B
3.391896484949041e-125,2.564012676098916,0.128,0.017,1.4195086789511736e-120,T cells,PRF1
1.0922418288643499e-124,2.25784812839971,0.163,0.027,4.571032053797304e-120,T cells,FCMR
1.3345178251025658e-124,2.4305804561938493,0.4,0.151,5.584957098054238e-120,T cells,LBH
3.251831162429394e-124,2.9349800910358734,0.15,0.023,1.3608913414767014e-119,T cells,IKZF3
4.837024735862027e-124,2.521716894628555,0.213,0.045,2.0242948519582585e-119,T cells,RASSF5
2.943653773409486e-123,1.8550974366116144,0.586,0.339,1.23191910417187e-118,T cells,LIMD2
2.953355432238193e-123,3.3156023021602965,0.134,0.019,1.2359792483916837e-118,T cells,C16orf54
3.987412049299845e-123,3.142894702049078,0.158,0.026,1.6687319426319851e-118,T cells,DEF6
1.8493764851335497e-122,0.8801073643456738,0.895,0.74,7.739640590283906e-118,T cells,SERF2
1.1253702138783013e-119,2.451497538807295,0.269,0.073,4.709674345080691e-115,T cells,TNFAIP8
1.7384998005606428e-119,1.8319146285383605,0.491,0.221,7.27562166534629e-115,T cells,ZNF331
2.2741010212715263e-119,1.9351497332455048,0.507,0.243,9.517112774021337e-115,T cells,EZR
2.856531832592981e-119,3.3951072109261946,0.119,0.015,1.1954585719401625e-114,T cells,GIMAP2
4.54428001940476e-119,2.7591085885001183,0.193,0.039,1.9017811881208922e-114,T cells,GBP2
1.60304451012864e-118,1.2166362431201008,0.759,0.585,6.708741274888359e-114,T cells,ARPC2
7.012845351513911e-118,2.552183562740761,0.205,0.044,2.9348757796085716e-113,T cells,CCND2
9.134894249073198e-118,2.396910553040599,0.251,0.064,3.8229532432371335e-113,T cells,EVI2B
1.1579971374348778e-117,2.60499383690829,0.217,0.049,4.846218020164964e-113,T cells,CARD16
2.3837524347893335e-117,3.1154315578221454,0.125,0.017,9.976003939593361e-113,T cells,RASAL3
1.9715776272769708e-116,2.748143554571947,0.147,0.024,8.251052370154123e-112,T cells,AQP3
2.949986880572633e-116,2.1025417941802598,0.443,0.188,1.234569509519647e-111,T cells,LITAF
3.0458524249578424e-116,1.3378470729882512,0.477,0.196,1.2746892398448571e-111,T cells,CD99
3.3711164378292947e-116,2.388464921384954,0.25,0.064,1.4108122292315598e-111,T cells,CASP4
9.365118382457627e-116,2.7121953997758816,0.189,0.038,3.919302043058517e-111,T cells,ARHGAP9
1.8769253046151614e-115,3.1459947638729897,0.194,0.041,7.85493239981445e-111,T cells,RCAN3
2.4851718499956853e-115,2.4033406185840542,0.234,0.057,1.0400444192231943e-110,T cells,SOCS1
6.117386649369188e-114,2.1061283863805356,0.511,0.253,2.560126312761005e-109,T cells,DNAJB1
1.669389133017951e-113,2.523001375850836,0.198,0.043,6.986393521680124e-109,T cells,WAS
3.8585486556019006e-112,2.4545707401189656,0.151,0.026,1.6148026123693955e-107,T cells,MATK
3.373523541591411e-111,2.7095224959509485,0.141,0.023,1.4118196021560056e-106,T cells,SP140
6.691248278332482e-111,1.1711908881032753,0.472,0.187,2.8002874044821437e-106,T cells,S100A11
